abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
7604 SE Tolman St,Portland,97206,45.47735214,-122.5849838,1,3,4791,53,2021-06-03,535000,546800.0,2495.0,1.12,360950.0,2020
9646 SE Parkwood Way,Happy Valley,97086,45.45304108,-122.5231705,3,4,6604,53,2021-06-03,482500,497600.0,2928.0,1.08,361417.0,2020
15820 SW Abbott Ln,Beaverton,97007,45.48169708,-122.83968349999999,2,3,8276,46,2021-06-03,475000,484200.0,2289.0,1.13,347050.0,2019
10285 SW Shearwater Loop,Beaverton,97007,45.44531631,-122.8406982,3,4,7840,46,2021-06-03,662500,675800.0,2849.0,1.13,491390.0,2019
11295 SE Lenore St,Happy Valley,97086,45.4428978,-122.54741670000001,6,4,33976,53,2021-06-03,1200000,1237500.0,4969.0,1.08,1230127.0,2020
1805 SE Sherrett St,Portland,97202,45.46168518,-122.6458588,1,2,4791,52,2021-06-03,478500,488900.0,1832.0,1.12,408440.0,2020
2731 SE 17th Ave,Portland,97202,45.50296783,-122.64897920000001,2,4,1434,52,2021-06-03,510000,521100.0,2996.0,1.12,500460.0,2020
3522 SW Canby St,Portland,97219,45.46873093,-122.71339420000001,2,3,4791,49,2021-06-03,708000,720600.0,2716.0,1.12,549160.0,2020
8448 SW 43rd Ave,Portland,97219,45.46380615,-122.7216797,3,5,4791,49,2021-06-03,827500,841600.0,3272.0,1.12,199000.0,2020
12496 NW Hartford St,Portland,97229,45.54304123,-122.8051834,3,5,14374,50,2021-06-03,1020000,1043300.0,4323.0,1.13,883710.0,2019
9621 NW Henry Ct,Portland,97229,45.54611588,-122.77582549999998,3,4,7405,50,2021-06-03,849900,863800.0,3994.0,1.12,637250.0,2020
5521 SE 41st Ave,Portland,97202,45.48244858,-122.6209259,2,3,4791,53,2021-06-03,482000,492700.0,2598.0,1.12,398150.0,2020
6123 NE 34th Ave,Portland,97211,45.56742477,-122.62995149999999,3,3,3484,49,2021-06-03,742000,753900.0,3069.0,1.12,653590.0,2020
8842 NW Kearney St,Portland,97229,45.529354100000006,-122.76843259999998,4,4,4791,49,2021-06-03,852000,868000.0,3616.0,1.13,613840.0,2019
1121 SW 10th Dr,Gresham,97080,45.48822784,-122.4444199,3,4,9583,11,2021-06-03,512000,512355.0,1995.0,1.12,397560.0,2020
5078 NW 149th Ter,Portland,97229,45.55647278,-122.8308105,4,5,3049,52,2021-06-03,636925,654000.0,2749.0,1.13,172400.0,2019
5481 Windsor Ter,West Linn,97068,45.35960007,-122.622551,3,4,12196,52,2021-06-03,665000,685300.0,3315.0,1.08,458284.0,2020
7165 SW Ventura Dr,Tigard,97223,45.44830322,-122.7513428,3,4,8276,45,2021-06-03,470000,479200.0,2562.0,1.13,462910.0,2019
12483 SW Morning Hill Dr,Tigard,97223,45.42967224,-122.81347659999999,2,3,7405,45,2021-06-03,615000,626600.0,2434.0,1.13,411040.0,2019
4145 Chad Dr,Lake Oswego,97034,45.38900375,-122.71849820000001,3,4,6098,53,2021-06-03,1055000,1087900.0,4442.0,1.08,1115990.0,2020
5025 SE Brookside Dr,Portland,97222,45.45824051,-122.6110077,3,4,8276,30,2021-06-03,575000,582800.0,2495.0,1.08,415522.0,2020
17546 SW 128th Ave,Tigard,97224,45.39286423,-122.8087997,3,4,7405,45,2021-06-03,575000,585800.0,2600.0,1.13,458590.0,2019
17432 Kelok Rd,Lake Oswego,97034,45.39939879999999,-122.71554569999999,3,3,7840,52,2021-06-03,1710000,1762300.0,7077.0,1.08,1083112.0,2020
19412 Wilderness Dr,West Linn,97068,45.38479614,-122.64322659999998,4,5,10018,52,2021-06-03,617000,635900.0,2681.0,1.08,532254.0,2020
9959 SW Landau Pl,Tigard,97223,45.44819641,-122.7555847,3,3,8276,45,2021-06-03,690000,703000.0,3086.0,1.13,532550.0,2019
4718 NE Keizur Ct,Hillsboro,97124,45.52755737,-122.93456270000001,2,3,10018,47,2021-06-03,715000,731700.0,2639.0,1.13,612040.0,2019
15120 SW 81st Ave,Tigard,97224,45.41062546,-122.76007079999998,4,4,16552,45,2021-06-03,854000,870700.0,3600.0,1.13,659200.0,2019
4236 SE 33rd Ave,Portland,97202,45.49221039,-122.63143159999998,3,5,4791,49,2021-06-03,870000,885500.0,2995.0,1.12,611350.0,2020
3624 SE Rex St,Portland,97202,45.46823502,-122.6256409,3,6,7405,49,2021-06-03,906750,923300.0,3691.0,1.12,663890.0,2020
3824 SE 27th Ave,Portland,97202,45.49507904,-122.6383133,2,3,4791,50,2021-06-03,790000,804400.0,3157.0,1.12,590320.0,2020
1267 Evah Ln,West Linn,97068,45.34086609,-122.6561966,3,5,11325,52,2021-06-03,1155000,1190300.0,4780.0,1.08,983746.0,2020
2660 Surrey Ln,West Linn,97068,45.38085938,-122.650177,3,4,11136,52,2021-06-03,900000,927500.0,3760.0,1.08,843406.0,2020
3725 SE Martins St,Portland,97202,45.47867966,-122.6241608,4,4,4791,50,2021-06-03,1101000,1121100.0,4484.0,1.12,1016570.0,2020
1827 Barnes Cir,West Linn,97068,45.35209656,-122.6483078,3,3,14810,52,2021-06-03,684000,704900.0,3209.0,1.08,503982.0,2020
1920 Park Forest Ave,Lake Oswego,97034,45.40400314,-122.69618229999999,3,3,8712,52,2021-06-03,1050000,1082100.0,3956.0,1.08,623514.0,2020
13175 SW Thoma Rd,Lake Oswego,97034,45.4302597,-122.7017822,2,3,15382,52,2021-06-03,775000,798700.0,2949.0,1.08,587047.0,2020
5829 NE Farnham St,Hillsboro,97124,45.52894211,-122.9222794,3,4,3920,48,2021-06-03,600000,613700.0,2395.0,1.13,473110.0,2019
4115 SE Jackson St,Milwaukie,97222,45.44612885,-122.62052920000001,2,5,5227,52,2021-06-03,600000,618300.0,2600.0,1.08,433887.0,2020
4679 SE Mason Hill Dr,Portland,97222,45.45719147,-122.61512759999998,2,3,8712,52,2021-06-03,522500,538500.0,2725.0,1.08,336626.0,2020
13707 SW White Cedar Pl,Tigard,97223,45.41953278,-122.81872560000001,3,4,13068,45,2021-06-03,825000,841100.0,3732.0,1.13,597370.0,2019
3868 SW Brittany Dr,Gresham,97080,45.47938919,-122.47126010000001,3,4,11325,49,2021-06-03,619000,628400.0,2623.0,1.12,517030.0,2020
4645 SE Washington St,Portland,97222,45.4432373,-122.61419679999999,2,3,7405,52,2021-06-03,351000,441000.0,2216.0,1.08,294637.0,2020
13708 SE Fernridge Ave,Portland,97222,45.42411423,-122.6234741,3,3,21780,53,2021-06-03,564000,581600.0,2995.0,1.08,430963.0,2020
620 SE 14th Ct,Gresham,97080,45.48764038,-122.42452240000001,3,3,27007,49,2021-06-03,625000,634200.0,3196.0,1.12,489180.0,2020
19666 Suncrest Dr,West Linn,97068,45.38305283,-122.65568540000001,4,4,9583,52,2021-06-03,940000,968700.0,4934.0,1.08,921958.0,2020
833 SE 9th St,Gresham,97080,45.49058914,-122.4222794,1,2,11325,49,2021-06-03,400000,405900.0,1775.0,1.12,359600.0,2020
1662 SW Brixton Ct,Gresham,97080,45.48403549,-122.46332549999998,2,3,5662,49,2021-06-03,330000,334900.0,1999.0,1.12,282500.0,2020
2781 SW 16th Pl,Gresham,97080,45.48587418,-122.46024320000001,2,3,4791,48,2021-06-03,305000,309400.0,1845.0,1.12,255940.0,2020
10350 SW Kable St,Tigard,97224,45.4088974,-122.7836838,3,4,15245,45,2021-06-03,500000,509400.0,2428.0,1.13,483300.0,2019
252 SW Riverview Ave,Gresham,97080,45.49517441,-122.4515991,2,3,6969,48,2021-06-03,485000,492800.0,2300.0,1.12,368850.0,2020
14565 SW 141st Ave,Tigard,97224,45.41436005,-122.82302859999999,2,5,22215,45,2021-06-03,585000,596000.0,2428.0,1.13,482950.0,2019
14895 SW Pennie Ln,Tigard,97224,45.41337967,-122.8301544,3,4,6098,45,2021-06-03,730000,744300.0,3480.0,1.13,604540.0,2019
8062 SW Carol Ann Ct,Tigard,97224,45.40453339,-122.76027679999999,3,3,3049,46,2021-06-03,442000,450600.0,2195.0,1.13,321060.0,2019
1428 Burns St,West Linn,97068,45.36882019,-122.61063390000001,2,3,23958,52,2021-06-03,621190,640200.0,2635.0,1.08,526283.0,2020
14725 SW Catalina Dr,Tigard,97223,45.4250145,-122.82835390000001,3,3,3049,45,2021-06-03,481000,490100.0,2050.0,1.13,335690.0,2019
12940 SW Kameron Way,Tigard,97223,45.42684937,-122.8316422,3,4,3920,45,2021-06-03,510000,532400.0,2462.0,1.13,388930.0,2019
13320 SW Howard Dr,Tigard,97223,45.42277527,-122.79810330000001,3,5,14810,46,2021-06-03,650000,662600.0,2496.0,1.13,478670.0,2019
11230 SW North Dakota St,Tigard,97223,45.43877029,-122.79245759999999,4,5,10454,46,2021-06-03,700000,713600.0,3764.0,1.13,584790.0,2019
9920 SW Kable St,Tigard,97224,45.40894318,-122.77884669999999,2,3,6098,46,2021-06-03,492000,501900.0,2335.0,1.13,344860.0,2019
11560 SW 90th Ave,Tigard,97223,45.43647003,-122.7689362,2,3,9583,46,2021-06-03,260000,265800.0,1900.0,1.13,319060.0,2019
12687 SW Watkins Ave,Tigard,97223,45.42831421,-122.78385159999998,2,3,7405,46,2021-06-03,510000,519900.0,2299.0,1.13,409170.0,2019
8226 SE 170th Ave,Gresham,97080,45.46364594,-122.48696140000001,1,3,63597,48,2021-06-03,390000,395600.0,1756.0,1.12,229860.0,2020
9650 SE 75th Ave,Portland,97222,45.45252609,-122.586174,1,3,5662,52,2021-06-03,369900,407100.0,1928.0,1.08,271033.0,2020
3088 SE Rood Bridge Rd,Hillsboro,97123,45.49637985,-122.95411680000001,1,3,7405,48,2021-06-03,410000,418200.0,1850.0,1.13,284570.0,2019
30 Hillshire Dr,Lake Oswego,97034,45.38983154,-122.714798,3,4,15681,52,2021-06-03,950000,979100.0,5481.0,1.08,1065135.0,2020
167 Warner Parrott Rd,Oregon City,97045,45.33797073,-122.61999509999998,2,3,17859,52,2021-06-03,500000,515300.0,2620.0,1.08,402474.0,2020
2244 Valley Ct,West Linn,97068,45.38601685,-122.65368649999999,3,4,10454,53,2021-06-03,700000,721900.0,2455.0,1.08,485184.0,2020
19368 Vincent Dr,Oregon City,97045,45.32689667,-122.62038419999999,2,4,13939,52,2021-06-03,676000,696700.0,3209.0,1.08,532850.0,2020
3622 N Farragut St,Portland,97217,45.57913589,-122.70408629999999,3,4,4791,52,2021-06-03,650000,664100.0,2923.0,1.12,419010.0,2020
2829 N Russet St,Portland,97217,45.57798767,-122.696228,2,3,4791,52,2021-06-03,575000,587500.0,2400.0,1.12,441500.0,2020
21288 S Leland Rd,Oregon City,97045,45.29811096,-122.5964355,4,4,326700,53,2021-06-03,1375000,1417900.0,5701.0,1.08,1203349.0,2020
6344 NE 8th Ave,Portland,97211,45.56892014,-122.6569366,2,2,5662,52,2021-06-03,623000,636500.0,2364.0,1.12,506890.0,2020
6549 NW Connery Ter,Portland,97229,45.56721878,-122.8274612,3,3,2613,53,2021-06-03,521000,535300.0,2250.0,1.13,427340.0,2019
13348 SW Fielding Rd,Lake Oswego,97034,45.42907715,-122.6545334,2,3,23522,53,2021-06-03,1070550,1104000.0,4050.0,1.08,887278.0,2020
17043 Crestview Dr,Lake Oswego,97034,45.40628433,-122.69041440000001,3,4,10454,53,2021-06-03,895000,922900.0,3495.0,1.08,508844.0,2020
3115 NE Prescott St,Portland,97211,45.55557251,-122.6334229,2,3,3920,53,2021-06-03,575000,587700.0,2799.0,1.12,503540.0,2020
6917 N Michigan Ave,Portland,97217,45.57288742,-122.6770325,1,2,4356,52,2021-06-03,500000,510800.0,1834.0,1.12,419740.0,2020
735 SW Caldew Dr,Portland,97219,45.47224426,-122.686264,3,3,7840,52,2021-06-03,500000,510800.0,2795.0,1.12,444300.0,2020
9540 SW 62nd Dr,Portland,97219,45.45679855,-122.7396088,1,2,13068,52,2021-06-03,505000,516000.0,2130.0,1.12,415290.0,2020
6603 NE 24th Ave,Portland,97211,45.57064056,-122.64156340000001,2,3,2613,53,2021-06-03,540000,552000.0,2766.0,1.12,527760.0,2020
1799 Atherton Dr,Lake Oswego,97034,45.39344788,-122.69361880000001,6,4,42688,53,2021-06-03,1669000,1721100.0,6911.0,1.08,1689114.0,2020
17944 Ridge Lake Dr,Lake Oswego,97034,45.39564514,-122.69474029999999,3,4,8276,53,2021-06-03,802500,827600.0,3384.0,1.08,637429.0,2020
11042 SW 51st Ave,Portland,97219,45.44548798,-122.7288132,2,3,1817,53,2021-06-03,478000,488600.0,2594.0,1.12,391010.0,2020
4520 N Congress Ave,Portland,97217,45.55573654,-122.67169950000002,2,2,2613,53,2021-06-03,615000,628600.0,2302.0,1.12,513800.0,2020
3940 SW Huber St,Portland,97219,45.45193863,-122.71771240000001,3,3,7405,53,2021-06-03,518500,530000.0,2810.0,1.12,424390.0,2020
6712 NE Bellevue Ave,Portland,97211,45.57133484,-122.65341950000001,2,3,7840,53,2021-06-03,500000,605700.0,2300.0,1.12,518940.0,2020
609 3rd Ave,Oregon City,97045,45.34628677,-122.62335970000001,1,3,4791,53,2021-06-03,362500,373800.0,1853.0,1.08,251502.0,2020
19351 Inishbride Ct,Oregon City,97045,45.32761383,-122.6196136,3,5,8276,53,2021-06-03,575000,593000.0,3254.0,1.08,412234.0,2020
3540 N Alaska Pl,Portland,97217,45.58769226,-122.703331,1,3,6969,52,2021-06-03,550000,561900.0,1957.0,1.12,378660.0,2020
3931 Bass Ln,Lake Oswego,97034,45.38608551,-122.7174149,5,5,12196,53,2021-06-03,1365000,1407600.0,5637.0,1.08,1134185.0,2020
20418 S Beavercreek Rd,Oregon City,97045,45.31091309,-122.5470352,2,3,52272,52,2021-06-03,575000,592600.0,2564.0,1.08,400940.0,2020
17396 S Rory Ct,Oregon City,97045,45.35507584,-122.39805600000001,2,4,131551,52,2021-06-03,777000,800800.0,2449.0,1.08,511422.0,2020
7858 SW Charles Ter,Beaverton,97007,45.46299744,-122.88455959999999,3,4,4356,45,2021-06-03,750000,766800.0,3294.0,1.13,551850.0,2019
5750 SW Cranberry Ct,Beaverton,97007,45.47839355,-122.8346405,3,4,6969,45,2021-06-03,602000,609600.0,2795.0,1.13,474030.0,2019
20074 SW Squire Dr,Beaverton,97007,45.45882797,-122.88417050000001,3,4,5662,45,2021-06-03,529900,540400.0,2699.0,1.13,436230.0,2019
10035 SW Shearwater Loop,Beaverton,97007,45.44681168,-122.8418503,3,3,10454,46,2021-06-03,600000,611600.0,2694.0,1.13,504240.0,2019
7460 SW 154th Pl,Beaverton,97007,45.46605682,-122.83519740000001,3,3,6534,46,2021-06-03,510000,519900.0,2462.0,1.13,445320.0,2019
9605 SW 153rd Ave,Beaverton,97007,45.45051193,-122.83434299999999,3,3,3920,46,2021-06-03,475000,484200.0,2362.0,1.13,321200.0,2019
15714 SW Snowy Owl Ln,Beaverton,97007,45.43622208,-122.8387756,3,3,4356,46,2021-06-03,547500,558100.0,2819.0,1.13,452470.0,2019
17418 SW Sapphire Ln,Beaverton,97007,45.46006775,-122.8558731,3,3,6534,46,2021-06-03,651600,664200.0,2695.0,1.13,542270.0,2019
4755 SW Caldew St APT C,Portland,97219,45.47280502,-122.72551729999999,1,3,26571,54,2021-06-03,175000,326200.0,2292.0,1.12,271270.0,2020
12333 SE Oatfield Rd,Portland,97222,45.43447113,-122.6305771,3,4,15245,52,2021-06-03,665000,685300.0,3283.0,1.08,551393.0,2020
1144 SE Tenino St,Portland,97202,45.46344757,-122.6539841,3,5,4791,50,2021-06-03,1289000,1312500.0,5250.0,1.12,383300.0,2020
2138 Club House Dr,West Linn,97068,45.3741684,-122.6495514,3,5,8276,53,2021-06-03,720000,742500.0,2795.0,1.08,521334.0,2020
95 Iron Mountain Blvd,Lake Oswego,97034,45.4164238,-122.68312069999999,5,5,31363,52,2021-06-03,2004600,2065900.0,8297.0,1.08,1556892.0,2020
56 Wilbur St #B,Lake Oswego,97034,45.41269684,-122.66308590000001,3,3,1706,52,2021-06-03,1200000,1236700.0,4966.0,1.08,1426960.0,2020
1484 Bonniebrae Dr,Lake Oswego,97034,45.43115997,-122.68115230000001,2,3,1875,52,2021-06-03,395000,407100.0,2527.0,1.08,316608.0,2020
3119 Wembley Park Rd,Lake Oswego,97034,45.41671753,-122.7094116,4,4,12632,52,2021-06-03,1465000,1509800.0,6063.0,1.08,1095231.0,2020
2357 Hillside Ln,Lake Oswego,97034,45.39743042,-122.6994629,3,5,15681,52,2021-06-03,1195000,1231500.0,4945.0,1.08,1002756.0,2020
1920 Hall St,West Linn,97068,45.3498764,-122.646019,4,4,7405,52,2021-06-03,749900,772800.0,3302.0,1.08,613235.0,2020
1135 NW 93rd Ave,Portland,97229,45.52747345,-122.7730865,3,3,3049,55,2021-06-01,591000,607900.0,2335.0,1.13,480170.0,2019
7548 N Chautauqua Blvd,Portland,97217,45.57785034,-122.7075653,3,3,4791,55,2021-06-01,550000,581300.0,2795.0,1.12,467660.0,2020
4634 NW 126th Pl,Portland,97229,45.55316162,-122.806427,3,3,3920,24,2021-06-01,685500,692200.0,2990.0,1.13,551120.0,2019
2816 N Halleck St,Portland,97217,45.5824852,-122.6959229,2,3,4791,55,2021-06-01,592940,606600.0,2592.0,1.12,389540.0,2020
165 Pine Valley Rd,Lake Oswego,97034,45.41645813,-122.68117520000001,4,4,14810,55,2021-06-01,2350000,2426400.0,9743.0,1.08,1304814.0,2020
9800 SE City View Dr,Happy Valley,97086,45.45209122,-122.55233,3,4,40075,54,2021-06-01,742000,765700.0,3313.0,1.08,550467.0,2020
324 Lakewood Rd,Lake Oswego,97034,45.41353989,-122.66738889999999,2,2,5662,55,2021-06-01,928250,958400.0,2499.0,1.08,663708.0,2020
5706 SE 44th Ave,Portland,97206,45.48111725,-122.61714939999999,1,3,10018,55,2021-06-01,599372,613200.0,2522.0,1.12,551360.0,2020
3001 Kensington Ct,West Linn,97068,45.35540771,-122.6474838,3,4,8712,55,2021-06-01,771960,797100.0,3224.0,1.08,793460.0,2020
2420 Remington Dr,West Linn,97068,45.35428619,-122.65103149999999,3,5,11325,55,2021-06-01,1007000,1039700.0,4934.0,1.08,728010.0,2020
2631 SE 81st Ave,Portland,97206,45.50376129,-122.58010859999999,1,3,6098,54,2021-06-01,612500,626300.0,2100.0,1.12,448950.0,2020
4108 SE Nehalem St,Portland,97202,45.46548843,-122.6207657,2,2,9147,54,2021-06-01,530000,542000.0,2220.0,1.12,582770.0,2020
5931 SE Provence St,Hillsboro,97123,45.48920059,-122.92037959999999,3,3,8276,50,2021-06-01,950000,970100.0,4033.0,1.13,293390.0,2019
2015 NE 52nd Ave,Hillsboro,97124,45.53937531,-122.9301834,2,3,6534,50,2021-06-01,485000,496600.0,2250.0,1.13,392210.0,2019
2640 SE 61st Ave,Portland,97206,45.50352478,-122.60002140000002,2,3,5662,55,2021-06-01,600000,613800.0,1995.0,1.12,450300.0,2020
6309 SE 68th Pl,Portland,97206,45.47709274,-122.59278870000001,3,4,3484,55,2021-06-01,650000,665000.0,2849.0,1.12,531160.0,2020
131 NE 75th Ave,Hillsboro,97124,45.5210762,-122.9027328,3,3,2178,50,2021-06-01,420000,430100.0,1995.0,1.13,296210.0,2019
2594 NE Hyde St,Hillsboro,97124,45.52576065,-122.9559631,1,2,4791,49,2021-06-01,400000,409400.0,1825.0,1.13,309470.0,2019
3302 SE Willow St,Hillsboro,97123,45.50914001,-122.94894409999999,3,4,23958,50,2021-06-01,700000,716800.0,2134.0,1.13,511640.0,2019
2928 SE Tacoma St,Portland,97202,45.46304321,-122.6324615,1,3,6098,55,2021-06-01,480000,491100.0,2324.0,1.12,409930.0,2020
4668 SE Teakwood St,Hillsboro,97123,45.49457169,-122.93437959999999,2,3,3049,50,2021-06-01,430000,440300.0,2181.0,1.13,339470.0,2019
2925 Mark Ln,West Linn,97068,45.37932587,-122.63455959999999,2,4,7405,54,2021-06-01,530000,546900.0,2580.0,1.08,417441.0,2020
6153 SE Malden St,Portland,97206,45.4681282,-122.5997925,3,4,5227,55,2021-06-01,492450,503800.0,2765.0,1.12,386840.0,2020
2775 SE 75th Ave,Hillsboro,97123,45.500103,-122.90502169999999,3,2,1742,50,2021-06-01,360000,368600.0,1896.0,1.13,256620.0,2019
6041 SE Golden St,Hillsboro,97123,45.50793457,-122.9204483,2,3,6969,50,2021-06-01,480000,491500.0,2033.0,1.13,364670.0,2019
18426 S Walker Rd,Oregon City,97045,45.34149551,-122.5357895,3,4,217800,55,2021-06-01,849500,877100.0,4934.0,1.08,892832.0,2020
6518 SE Wrenfield St,Hillsboro,97123,45.51326752,-122.91389469999999,3,3,6534,49,2021-06-01,449000,459500.0,2049.0,1.13,365600.0,2019
15946 Pasture Way,Oregon City,97045,45.37447739,-122.5664291,3,3,7840,55,2021-06-01,730000,753700.0,3254.0,1.08,588410.0,2020
2363 SE 17th Aly,Gresham,97080,45.48433685,-122.40858459999998,3,4,3049,50,2021-06-01,450000,457600.0,2391.0,1.12,396860.0,2020
4340 SE 9th Ave,Portland,97202,45.49156952,-122.65502169999999,1,2,2875,56,2021-06-01,365000,489400.0,2417.0,1.12,361590.0,2020
18840 SE Giese Rd,Gresham,97080,45.47175217,-122.46971129999999,2,4,318424,50,2021-06-01,1235000,784400.0,3563.0,1.12,409350.0,2020
2230 SE 17th Aly,Gresham,97080,45.48422623,-122.4095993,3,4,3049,51,2021-06-01,395000,402200.0,2391.0,1.12,399980.0,2020
10067 SW Lady Marion Dr,Tigard,97224,45.41079712,-122.780983,3,4,10018,47,2021-06-01,700000,713900.0,3149.0,1.13,530930.0,2019
12990 SW Pacific Hwy,Tigard,97223,45.42584229,-122.7790909,2,3,13939,47,2021-06-01,600000,483600.0,2496.0,1.13,311030.0,2019
6620 SW Kingsview Ct,Tigard,97223,45.45320892,-122.74554440000001,3,3,7405,48,2021-06-01,525000,536100.0,2400.0,1.13,429250.0,2019
11008 SW Mallow Ter,Tigard,97223,45.44042587,-122.81600949999999,3,2,871,47,2021-06-01,325000,331500.0,1950.0,1.13,289390.0,2019
9170 SE Lynn Ln,Happy Valley,97086,45.44658661,-122.56895449999999,2,3,10890,55,2021-06-01,472000,487300.0,2455.0,1.08,327169.0,2020
10425 SW Greenleaf Ter,Tigard,97224,45.40695953,-122.7851639,2,2,3484,48,2021-06-01,425000,433700.0,2694.0,1.13,356810.0,2019
17787 Blue Heron Dr,Lake Oswego,97034,45.39624023,-122.7139893,3,4,9147,55,2021-06-01,896500,925700.0,2962.0,1.08,602190.0,2020
30926 SE Bluff Rd,Gresham,97080,45.46443939,-122.34452820000001,2,3,87120,51,2021-06-01,719000,730200.0,2996.0,1.12,421240.0,2020
8190 SW Norfolk Ln,Tigard,97224,45.40981674,-122.76144409999999,3,5,4791,48,2021-06-01,748000,765400.0,3293.0,1.13,617260.0,2019
11775 SW Manzanita St,Tigard,97223,45.44023132,-122.79759979999999,2,3,8712,48,2021-06-01,510000,520400.0,2350.0,1.13,382730.0,2019
8844 N Peninsular Ave,Portland,97217,45.58692169,-122.6969757,1,2,2613,57,2021-06-01,369000,377500.0,1895.0,1.12,293390.0,2020
13818 SW Leah Ter,Tigard,97224,45.41580582,-122.8193588,2,4,10890,48,2021-06-01,605000,617400.0,3249.0,1.13,508470.0,2019
1118 Andrews Rd,Lake Oswego,97034,45.42524719,-122.67630770000001,2,3,11325,55,2021-06-01,849000,876600.0,2323.0,1.08,579885.0,2020
6618 SE 51st Ave,Portland,97206,45.47472,-122.6101685,2,3,6098,56,2021-06-01,310000,326200.0,2813.0,1.12,287310.0,2020
7944 SE 45th Ave,Portland,97206,45.46572876,-122.61558529999999,1,2,5227,56,2021-06-01,265000,341200.0,1877.0,1.12,232390.0,2020
2651 Lookout Ct,Lake Oswego,97034,45.39831161,-122.70406340000001,3,5,17313,55,2021-06-01,715000,738300.0,3763.0,1.08,604181.0,2020
1217 SW Hume Ct,Portland,97219,45.46508789,-122.69085690000001,2,3,4791,54,2021-06-01,525000,536900.0,2075.0,1.12,363670.0,2020
3998 SE Lone Oak St,Hillsboro,97123,45.49695969,-122.9408722,3,3,3484,50,2021-06-01,455000,465900.0,1995.0,1.13,323800.0,2019
4135 NW Niblick Pl,Portland,97229,45.54981995,-122.84046940000002,3,3,8712,52,2021-06-01,855000,875500.0,3618.0,1.13,673430.0,2019
211 NW Mandi St,Hillsboro,97124,45.5398407,-122.99665829999999,3,3,2178,50,2021-06-01,430000,440300.0,2197.0,1.13,351530.0,2019
18158 S Grasle Rd,Oregon City,97045,45.34310913,-122.50608059999999,4,4,104544,54,2021-06-01,1600000,1651000.0,6629.0,1.08,1706745.0,2020
2376 Fernwood Cir,Lake Oswego,97034,45.3998642,-122.699852,2,4,15245,54,2021-06-01,950625,980900.0,2496.0,1.08,708827.0,2020
12715 SW 56th Ct,Portland,97219,45.43367767,-122.7353287,3,4,7840,51,2021-06-01,720000,733400.0,3339.0,1.12,615360.0,2020
11329 SE 27th Ave #3,Portland,97222,45.44118881,-122.63549040000001,3,3,871,33,2021-06-01,405000,412300.0,2019.0,1.08,343740.0,2020
15984 S Brook Ct,Oregon City,97045,45.36275864,-122.5369797,2,3,47044,54,2021-06-01,615000,634600.0,2437.0,1.08,478003.0,2020
2260 NE 9th Ave,Hillsboro,97124,45.54062653,-122.97509769999999,2,3,6969,50,2021-06-01,475000,486400.0,1995.0,1.13,341650.0,2019
3828 NW Mortensen Ter,Portland,97229,45.54730988,-122.81729890000001,3,4,6534,51,2021-06-01,840000,859700.0,3553.0,1.13,697140.0,2019
5513 NW Bannister Dr,Portland,97229,45.55939102,-122.8071594,3,5,7405,51,2021-06-01,750000,767600.0,3720.0,1.13,521990.0,2019
16685 NW Crossvine St,Portland,97229,45.57732773,-122.84865570000001,4,6,4792,52,2021-06-01,983110,1003900.0,3729.0,1.13,251360.0,2019
389 NW Sadie Ct,Hillsboro,97124,45.54285431,-122.9994431,3,4,8712,50,2021-06-01,535000,546300.0,2667.0,1.13,411550.0,2019
11015 NW Copeland St,Portland,97229,45.52435303,-122.79010009999999,3,4,22651,52,2021-06-01,1170000,1198000.0,4952.0,1.13,767010.0,2019
430 Ridge Crest Dr,Oregon City,97045,45.34419632,-122.61638640000001,3,4,19000,55,2021-06-01,500000,516300.0,3010.0,1.08,442272.0,2020
1768 Glenmorrie Dr,Lake Oswego,97034,45.3996315,-122.660675,3,3,14810,54,2021-06-01,988000,1019500.0,3360.0,1.08,755313.0,2020
13033 SE Massimo Ct,Milwaukie,97222,45.4284935,-122.6319351,3,3,6098,54,2021-06-01,575000,593300.0,3195.0,1.08,502254.0,2020
4901 SE Mintone Dr,Milwaukie,97222,45.43207169,-122.6129227,2,2,10018,54,2021-06-01,475000,490100.0,2100.0,1.08,360742.0,2020
9807 SE 40th Ave,Portland,97222,45.45210266,-122.6224976,2,4,9544,55,2021-06-01,550000,567900.0,3318.0,1.08,422581.0,2020
7616 SW Applegate Dr,Beaverton,97007,45.46495438,-122.8871078,3,4,4791,48,2021-06-01,825000,844800.0,3349.0,1.13,597750.0,2019
16889 SW Shelby Ct,Aloha,97007,45.46383286,-122.8514023,3,3,7405,48,2021-06-01,525000,536100.0,2300.0,1.13,353460.0,2019
813 Jq Adams St,Oregon City,97045,45.35541916,-122.60007479999999,2,3,3049,55,2021-06-01,424140,437900.0,2197.0,1.08,365496.0,2020
1518 SE 12th St,Gresham,97080,45.48799133,-122.4161835,2,3,7000,14,2021-06-01,404200,397479.0,1800.0,1.12,309260.0,2020
16585 SW Rigert Ter,Beaverton,97007,45.46116257,-122.8474655,2,4,8712,48,2021-06-01,560000,571800.0,2510.0,1.13,412600.0,2019
