,address,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
1642,4829 NE 19th Ave,Portland,97211,45.55810547,-122.64611049999999,4,4,4791,9/10/2020,924900,1036100,40582.0
1643,5254 NE 30th Ave,Portland,97211,45.56109619,-122.63455959999999,2,2,4791,6/6/2021,620000,632600,40582.0
1644,6332 NE 34th Ave,Portland,97211,45.56884003,-122.62932590000001,1,3,7100,11/13/2020,515000,593200,40582.0
1645,5210 NE 34th Ave,Portland,97211,45.56064224,-122.6293335,1,2,4791,9/10/2020,339000,503400,40582.0
1646,1133 NE Going St,Portland,97211,45.55656815,-122.65397639999999,2,6,7500,9/10/2020,362000,741200,40582.0
1647,5705 NE 18th Ave,Portland,97211,45.563953399999995,-122.6473312,1,3,4791,12/7/2020,639900,704900,40582.0
1648,6623 NE Garfield Ave,Portland,97211,45.57099152,-122.6626663,1,2,4200,3/29/2021,367000,522700,40582.0
1649,5909 NE 25th Ave,Portland,97211,45.56547546,-122.6405945,3,3,4791,11/5/2020,690000,758400,40582.0
1650,5916 NE 33rd Ave,Portland,97211,45.56546783,-122.6303864,1,3,11325,6/23/2021,569200,576600,40582.0
1651,628 NE Roselawn St,Portland,97211,45.56101227,-122.65908049999999,3,4,2613,12/7/2020,635000,699500,40582.0
1652,2015 NE Blue Heron Dr,Portland,97211,45.59012222,-122.64515690000002,2,3,8276,4/9/2021,495000,518700,40582.0
1653,5265 NE Cleveland Ave,Portland,97211,45.56148148,-122.66617579999999,4,5,4791,7/13/2020,850000,957698,40582.0
1654,4705 NE 21st Ave,Portland,97211,45.55699921,-122.64416499999999,2,4,4791,7/9/2021,750000,753000,40582.0
1655,4838 NE 32nd Ave,Portland,97211,45.55820465,-122.6324615,3,2,4000,8/16/2020,620000,706100,40582.0
1656,6116 NE 21st Ave,Portland,97211,45.56723404,-122.644249,3,3,4791,6/11/2021,765000,774400,40582.0
1657,1575 NE Jarrett St,Portland,97211,45.56467819,-122.6492538,3,4,2613,6/11/2021,730000,739600,40582.0
1658,1112 NE Prescott St,Portland,97211,45.55534363,-122.6543884,2,3,4791,5/23/2021,630000,646800,40582.0
1659,1752 NE Bryant St,Portland,97211,45.57302856,-122.64721680000001,3,4,4791,10/15/2020,777000,837600,40582.0
1660,523 NE Bryant St,Portland,97211,45.57345963,-122.6597519,3,4,5662,5/24/2021,700000,715300,40582.0
1661,1404 NE Going St,Portland,97211,45.55618668,-122.65153500000001,2,3,3920,7/28/2020,525000,601200,40582.0
1662,5212 NE 15th Ave,Portland,97211,45.56061172,-122.6494064,2,3,4791,7/7/2021,495000,497200,40582.0
1663,4814 NE 32nd Pl,Portland,97211,45.55786514,-122.6314926,1,2,3920,9/23/2020,500670,564100,40582.0
1664,5025 NE 6th Ave,Portland,97211,45.55957031,-122.6597748,3,5,3920,3/9/2021,769000,809600,40582.0
1665,2822 NE Emerson St,Portland,97211,45.56139755,-122.6361313,2,3,3920,2/12/2021,730000,776500,40582.0
1666,1349 NE Webster St,Portland,97211,45.56018829,-122.6515656,1,2,2613,3/9/2021,205000,518000,40582.0
1667,5205 NE 14th Pl,Portland,97211,45.56047821,-122.65097809999999,3,5,5227,8/21/2020,790000,890500,40582.0
1668,5233 NE 19th Ave,Portland,97211,45.56087112,-122.64608759999999,2,3,4791,8/21/2020,602000,684800,40582.0
1669,4120 NE Prescott St,Portland,97211,45.55535889,-122.6209488,3,4,6098,10/13/2020,540000,604700,40582.0
1670,6712 NE Bellevue Ave,Portland,97211,45.57133484,-122.65341950000001,2,3,7840,6/3/2021,500000,605700,40582.0
1671,6720 NE Mallory Ave,Portland,97211,45.57147217,-122.6630554,1,2,4791,7/19/2020,510000,579800,40582.0
1672,4343 NE 17th Ave,Portland,97211,45.55506516,-122.64862820000002,2,4,4791,10/13/2020,585000,655100,40582.0
1673,4516 NE 9th Ave,Portland,97211,45.55575943,-122.6563263,1,2,4791,7/12/2021,625000,626100,40582.0
1674,5227 NE 27th Ave,Portland,97211,45.56074524,-122.63816070000001,2,3,3920,5/10/2021,575000,593800,40582.0
1675,5111 NE 27th Ave,Portland,97211,45.55984116,-122.63816829999999,1,2,4000,4/20/2021,560000,583800,40582.0
1676,1521 NE Holman St,Portland,97211,45.56858063,-122.6494904,3,4,4791,1/5/2021,617000,672700,40582.0
1677,906 NE Stafford St,Portland,97211,45.57631683,-122.6555634,2,4,3920,9/29/2020,499000,561000,40582.0
1678,1525 NE Marine Dr,Portland,97211,45.60268784,-122.64917759999999,6,5,26571,2/4/2021,2650000,2827200,40582.0
1679,4126 NE 7th Ave,Portland,97211,45.55370712,-122.6583023,3,5,4791,6/11/2021,750000,761200,40582.0
1680,6024 NE 6th Ave,Portland,97211,45.56684875,-122.6590652,2,3,4791,11/2/2020,692500,763800,40582.0
1681,5614-5616 NE 30th Ave,Portland,97211,45.56354141,-122.6346207,1,2,5000,7/30/2020,560000,640900,40582.0
1682,1145 NE Sumner St,Portland,97211,45.56079865,-122.65365600000001,2,3,4356,9/29/2020,605334,680600,40582.0
1683,4229 NE Grand Ave,Portland,97211,45.55423355,-122.66083529999999,2,4,2613,6/17/2021,560000,568800,40582.0
1684,4224 NE 15th Ave,Portland,97211,45.55407715,-122.6501236,4,4,2613,3/18/2021,735000,771000,40582.0
1685,5337 NE Cleveland Ave,Portland,97211,45.56219482,-122.6661682,2,3,4791,12/8/2020,731000,796700,40582.0
1686,4316 NE 11th Ave,Portland,97211,45.5547905,-122.6544647,1,3,5227,11/23/2020,513000,567600,40582.0
1687,4848 NE 11th Ave,Portland,97211,45.5581398,-122.654335,2,3,3920,11/23/2020,505000,558800,40582.0
1688,5635 NE 19th Ave,Portland,97211,45.56381226,-122.6463165,1,2,5000,3/7/2021,484000,560300,40582.0
1689,5925 NE 15th Ave,Portland,97211,45.56571579,-122.6503601,2,3,4791,9/29/2020,579900,652000,40582.0
1690,4816 NE 18th Ave,Portland,97211,45.55796814,-122.6464996,2,4,4791,5/10/2021,525000,542200,40582.0
1691,3326 NE Liberty St,Portland,97211,45.57048798,-122.63003540000001,2,4,5227,2/26/2021,508000,542300,40582.0
1692,140 NE Holland St,Portland,97211,45.57559586,-122.66412350000002,1,2,4791,10/13/2020,476000,533200,40582.0
1693,5036 NE 25th Ave,Portland,97211,45.55962753,-122.6396179,1,4,3920,4/14/2021,590000,616500,40582.0
1694,1009 NE Meadow Dr,Portland,97211,45.59375763,-122.65457920000001,3,3,12632,5/17/2021,490000,504700,40582.0
1695,809 NE Mason St,Portland,97211,45.55343246,-122.65742490000001,4,4,2613,1/10/2021,599000,651900,40582.0
1696,6180 NE 8th Ave,Portland,97211,45.56756973,-122.65718840000001,4,3,1742,3/21/2021,605000,639100,40582.0
1697,1017 NE Skidmore St,Portland,97211,45.55472565,-122.6552429,3,4,5662,3/15/2021,789325,828700,40582.0
1698,4216 NE 24th Ave,Portland,97211,45.55391312,-122.6406555,3,4,4791,7/1/2021,951000,955600,40582.0
1699,5631 NE 25th Ave,Portland,97211,45.56373215,-122.6405945,2,3,4791,11/13/2020,700000,768000,40582.0
1700,4828 NE 25th Ave,Portland,97211,45.55812454,-122.63963319999999,3,3,3920,2/26/2021,915000,967600,40582.0
1701,1008 NE Oneonta St,Portland,97211,45.57264709,-122.65499109999999,2,4,10000,4/29/2021,942000,972200,40582.0
1702,6617 NE 27th Ave,Portland,97211,45.57077789,-122.638443,1,1,5000,6/28/2021,3000000,593000,40582.0
1703,4812 NE 28th Ave,Portland,97211,45.55789185,-122.6365814,3,3,3920,7/1/2021,830000,834000,40582.0
1704,5325 NE 35th Pl,Portland,97211,45.56173706,-122.6279297,1,2,4791,8/13/2020,529000,603000,40582.0
1705,5315 NE 37th Ave,Portland,97211,45.56159973,-122.625824,2,2,5662,6/23/2021,621000,629100,40582.0
1706,551 NE Bryant St,Portland,97211,45.57345963,-122.6595078,3,4,2613,12/8/2020,535000,589100,40582.0
1707,5117 NE 16th Ave,Portland,97211,45.55992508,-122.649025,2,4,4791,6/11/2021,665000,674000,40582.0
1708,5114 NE Mallory Ave,Portland,97211,45.56007385,-122.6634064,3,3,4791,3/29/2021,875000,913500,40582.0
1709,1715 NE Buffalo St,Portland,97211,45.57511902,-122.6480865,1,3,13939,12/8/2020,525000,578100,40582.0
1710,2115 NE Rosa Parks Way,Portland,97211,45.57001495,-122.64408870000001,2,4,4791,4/14/2021,660000,684500,40582.0
1711,655 NE Sumner St,Portland,97211,45.56081009,-122.65852360000001,4,3,2178,11/5/2020,610000,678600,40582.0
1712,4828 NE 41st Ave,Portland,97211,45.55786133,-122.621109,1,2,4791,4/6/2021,535000,561100,40582.0
1713,4837 NE 23rd Ave,Portland,97211,45.55822754,-122.6422043,1,3,4791,12/8/2020,617222,679500,40582.0
1714,1508 NE Skidmore St,Portland,97211,45.55421448,-122.6501236,4,3,3049,2/26/2021,727000,768800,40582.0
1715,5210 NE 35th Ave,Portland,97211,45.56071091,-122.6283188,2,2,4791,9/10/2020,492000,556200,40582.0
1716,525 NE Humboldt St,Portland,97211,45.55810165,-122.6603241,4,3,2613,2/26/2021,750000,793100,40582.0
1717,5419 NE 36th Ave,Portland,97211,45.56219864,-122.6269226,3,3,3484,4/6/2021,690000,718000,40582.0
1718,444 NE Stafford St,Portland,97211,45.5762825,-122.6603317,2,4,4791,3/17/2021,550000,582200,40582.0
1719,4805 NE 35th Ave,Portland,97211,45.55759811,-122.62894440000001,2,3,4791,4/6/2021,701000,729800,40582.0
1720,725 NE Holland St,Portland,97211,45.57600784,-122.6575623,1,2,4791,9/24/2020,488000,549800,40582.0
1721,5025 NE 30th Ave,Portland,97211,45.55947876,-122.6351929,1,2,4791,9/24/2020,537000,604600,40582.0
1722,5247 NE Garfield Ave,Portland,97211,45.56122971,-122.6629486,3,3,2613,4/29/2021,570000,591500,40582.0
1723,5429 NE 28th Ave,Portland,97211,45.56245422,-122.63713840000001,1,2,3920,12/8/2020,332000,360600,40582.0
1724,715 NE Prescott St,Portland,97211,45.55569839,-122.6581879,1,3,5000,10/19/2020,499999,559100,40582.0
1725,6240 NE 15th Ave,Portland,97211,45.56816483,-122.64968870000001,3,3,3484,3/7/2021,601000,638700,40582.0
1726,4534 NE 7th Ave,Portland,97211,45.55604172,-122.6582794,1,2,5000,3/12/2021,506714,537600,40582.0
1727,4622 NE 10th Ave UNIT A,Portland,97211,45.55674362,-122.6553345,6,6,5000,5/17/2021,1365000,1399300,40582.0
1728,5620 NE 31st Ave,Portland,97211,45.56361389,-122.63355259999999,2,3,4791,9/24/2020,650000,731900,40582.0
1729,4536 NE 24th Ave,Portland,97211,45.55597687,-122.64066310000001,1,2,3920,8/26/2020,340000,382600,40582.0
1730,6410 NE Garfield Ave,Portland,97211,45.56923676,-122.6622543,2,2,1742,7/21/2020,375000,425300,40582.0
1731,4224 NE 9th Ave,Portland,97211,45.55424881,-122.65634159999999,3,4,4791,5/17/2021,665000,681700,40582.0
1732,5423 NE 19th Ave,Portland,97211,45.56241989,-122.64608,2,2,3484,6/6/2021,630000,642800,40582.0
1733,6833 NE 29th Ave,Portland,97211,45.57275772,-122.6363373,2,3,10890,10/30/2020,525000,585300,40582.0
1734,6127 NE 27th Ave,Portland,97211,45.56740952,-122.6384506,3,3,3049,7/15/2021,749500,750900,40582.0
1735,5628 NE 30th Ave #A,Portland,97211,45.56371307,-122.63468929999999,4,5,2613,11/13/2020,825000,904800,40582.0
1736,4123 NE 26th Ave,Portland,97211,45.55349731,-122.6392517,2,4,4791,6/17/2021,800000,808500,40582.0
1737,5321 NE 31st Ave,Portland,97211,45.5618515,-122.6341324,3,3,8276,12/22/2020,810000,878800,40582.0
1738,948 NE Roselawn St,Portland,97211,45.56103516,-122.6553574,3,3,2178,11/10/2020,510000,566600,40582.0
1739,6317 NE 9th Ave,Portland,97211,45.56866455,-122.6564636,3,4,4791,9/9/2020,640000,724000,40582.0
1740,6127 NE 32nd Pl,Portland,97211,45.56740189,-122.63203429999999,3,3,4791,7/6/2021,695000,698600,40582.0
1741,5044 NE Rodney Ave,Portland,97211,45.55980301,-122.6644821,2,4,4791,9/9/2020,610000,690100,40582.0
1742,6805 NE Rodney Ave,Portland,97211,45.57197189,-122.6646194,1,2,4791,4/6/2021,530000,547300,40582.0
1743,5634 NE 35th Ave,Portland,97211,45.56374741,-122.6283112,1,3,4791,3/18/2021,553400,585300,40582.0
1744,5918 NE 22nd Ave,Portland,97211,45.56562424,-122.6431732,3,4,3484,11/19/2020,780000,853700,40582.0
1745,4622 NE Garfield Ave,Portland,97211,45.55679703,-122.66228490000002,3,3,2613,3/12/2021,602500,639200,40582.0
1746,4932 NE 9th Ave,Portland,97211,45.55866241,-122.6562805,2,4,3484,6/17/2021,810000,820200,40582.0
1747,7049 NE Mallory Ave,Portland,97211,45.57402039,-122.6636353,1,4,4791,5/4/2021,525000,543600,40582.0
1748,7044 NE Rodney Ct,Portland,97211,45.57402039,-122.66402439999999,3,3,4791,6/29/2021,665000,669900,40582.0
1749,5615 NE 12th Ave,Portland,97211,45.56359482,-122.6534119,1,3,4791,6/17/2021,576000,585100,40582.0
1750,5612 NE 31st Ave,Portland,97211,45.56347656,-122.63355259999999,3,5,4791,2/4/2021,722451,770800,40582.0
1751,3266 NE Mason St,Portland,97211,45.55282211,-122.6313095,1,2,4791,6/17/2021,620000,632300,40582.0
1752,4812 NE 27th Ave,Portland,97211,45.55789948,-122.6376038,2,3,3920,7/1/2021,730000,734000,40582.0
1753,5408 NE 14th Pl,Portland,97211,45.5622406,-122.6504593,4,3,3484,3/4/2021,662000,698400,40582.0
1754,6429 NE 31st Ave,Portland,97211,45.56954956,-122.63417050000001,2,3,4791,2/12/2021,660000,702100,40582.0
1755,3535 NE Prescott St,Portland,97211,45.55540085,-122.6278381,2,4,4791,11/10/2020,661000,725600,40582.0
1756,5620 NE 33rd Ave UNIT A,Portland,97211,45.56361008,-122.6303406,2,3,4791,9/7/2020,500000,565800,40582.0
1757,2536 NE Alberta St,Portland,97211,45.55887604,-122.6390533,2,2,1742,9/24/2020,630000,709400,40582.0
1758,5040 NE 18th Ave,Portland,97211,45.55966187,-122.6464844,2,3,3484,9/24/2020,505000,568600,40582.0
1759,6564 NE Durham Ave,Portland,97211,45.57068253,-122.65506740000001,2,3,4791,10/13/2020,517000,579100,40582.0
1760,5953 NE 18th Ave,Portland,97211,45.56604385,-122.64720919999999,2,3,4791,7/15/2021,650000,652100,40582.0
1761,104 NE Bryant St,Portland,97211,45.573116299999995,-122.664856,3,4,5662,9/7/2020,568000,642700,40582.0
1762,4819 NE Cleveland Ave,Portland,97211,45.55807114,-122.6658707,3,3,5227,9/7/2020,701000,785800,40582.0
1763,2104 NE Bryant St,Portland,97211,45.57302856,-122.6440811,2,3,5662,9/24/2020,365000,700900,40582.0
1764,6514 NE Bellevue Ave,Portland,97211,45.57032776,-122.6521225,2,3,4791,5/18/2021,601000,618700,40582.0
1765,511 NE Ashley St,Portland,97211,45.56755066,-122.6599884,3,4,3049,7/15/2021,640000,640700,40582.0
1766,4712 NE 15th Ave,Portland,97211,45.55715561,-122.649437,3,4,4791,9/7/2020,667000,747700,40582.0
1767,6015 NE Mallory Ave,Portland,97211,45.56681061,-122.66397859999998,2,7,10000,11/19/2020,775900,963100,40582.0
1768,718 NE Dekum St,Portland,97211,45.57152939,-122.65785220000001,3,4,9583,5/18/2021,999999,1023000,40582.0
1769,4438 NE 38th Ave,Portland,97211,45.55509186,-122.6241531,2,3,5227,8/24/2020,610000,693100,40582.0
1770,852 NE Roselawn St,Portland,97211,45.56100845,-122.6568832,2,3,2613,11/19/2020,549000,608000,40582.0
1771,6716 NE 26th Ave,Portland,97211,45.57146454,-122.6388855,2,4,4791,11/19/2020,560000,620200,40582.0
1772,4715 NE 20th Ave,Portland,97211,45.55714035,-122.6451416,1,3,4791,12/10/2020,570000,627100,40582.0
1773,6056 NE Grand Ave,Portland,97211,45.56687164,-122.6600723,2,2,1800,6/29/2021,515400,520500,40582.0
1774,6405 NE 35th Pl,Portland,97211,45.56918716,-122.6278152,3,4,4356,3/4/2021,834100,875600,40582.0
1775,222 NE Alberta St,Portland,97211,45.55889893,-122.66312409999999,3,3,2613,12/10/2020,500000,550000,40582.0
1776,4411 NE Cleveland Ave,Portland,97211,45.55522919,-122.6660156,1,2,3920,6/23/2021,665000,670400,40582.0
1777,4527 NE 7th Ave,Portland,97211,45.55590439,-122.65886689999999,2,3,4791,10/22/2020,680000,752500,40582.0
1778,4322 NE 24th Ave,Portland,97211,45.55476379,-122.6406479,2,3,4791,6/23/2021,575000,582500,40582.0
1779,1634 NE Buffalo St,Portland,97211,45.57460022,-122.64853670000001,1,3,4791,9/24/2020,349000,389100,40582.0
1780,6420 NE Cesar E Chavez Blvd,Portland,97211,45.56978989,-122.623291,3,3,8712,7/10/2020,640000,729500,40582.0
1781,1066 NE Madrona St,Portland,97211,45.57367706,-122.6548538,1,2,4791,5/18/2021,500000,514700,40582.0
1782,1329 NE Ainsworth St,Portland,97211,45.56660843,-122.65140530000001,1,3,4791,5/18/2021,566500,583200,40582.0
1783,1407 NE Sumner St,Portland,97211,45.56079102,-122.65145109999999,2,2,3920,1/19/2021,545000,591100,40582.0
1784,4587 NE 35th Pl,Portland,97211,45.55653381,-122.62793729999999,3,3,2613,8/11/2020,699900,730400,40582.0
1785,6025 NE 35th Ave,Portland,97211,45.56684113,-122.6289368,1,3,4791,7/10/2020,575000,655400,40582.0
1786,5236 NE Mallory Ave,Portland,97211,45.56106567,-122.6633987,3,4,4791,10/22/2020,787500,869000,40582.0
1787,6706 NE 24th Ave,Portland,97211,45.57132339,-122.6410294,1,2,4791,9/24/2020,485000,546300,40582.0
1788,3530 NE Ainsworth St,Portland,97211,45.56598663,-122.62790679999999,2,4,10890,5/18/2021,850000,870700,40582.0
1789,5936 NE 17th Ave,Portland,97211,45.56584167,-122.64769740000001,1,3,4791,6/9/2021,606000,617800,40582.0
1790,3010 NE Mason St,Portland,97211,45.55283356,-122.63455959999999,3,4,10454,12/24/2020,1396500,1512500,40582.0
1791,5135 NE 20th Ave,Portland,97211,45.56018448,-122.6451187,2,4,4791,7/10/2020,650000,740900,40582.0
1792,1724 NE Bryant St,Portland,97211,45.57310867,-122.6477585,3,4,4791,1/19/2021,599999,650800,40582.0
1793,6624 NE 17th Ave,Portland,97211,45.57090378,-122.6480713,1,2,4400,5/26/2021,270000,516700,40582.0
1794,1402 NE Dekum St,Portland,97211,45.57164764,-122.65082549999998,2,3,5227,3/9/2021,60000,690600,40582.0
1795,836 NE Jarrett St,Portland,97211,45.56463242,-122.65710449999999,1,3,5227,12/10/2020,500000,550200,40582.0
1796,3115 NE Rosa Parks Way,Portland,97211,45.57019806,-122.6334457,2,3,6534,10/5/2020,621547,697600,40582.0
1797,1434 NE Prescott St,Portland,97211,45.55519485,-122.65094760000001,1,2,6969,10/22/2020,565000,631300,40582.0
1798,5275 NE 15th Ave,Portland,97211,45.561435700000004,-122.6499863,3,7,4791,6/9/2021,550000,857200,40582.0
1799,5614 NE 24th Ave,Portland,97211,45.56352615,-122.64103700000001,2,3,4791,5/28/2021,679000,691800,40582.0
1800,5729 NE 7th Ave,Portland,97211,45.56440735,-122.65896609999999,4,3,2178,12/10/2020,550000,605000,40582.0
1801,6032 NE 31st Ave,Portland,97211,45.56688309,-122.63355259999999,2,3,7405,10/27/2020,692000,764600,40582.0
1802,4513 NE 13th Ave,Portland,97211,45.55574799,-122.65301509999999,2,3,4791,9/4/2020,508800,576400,40582.0
1803,235 NE Morgan St,Portland,97211,45.57463837,-122.6625595,1,3,4791,11/18/2020,520000,576100,40582.0
1804,6315 NE 25th Ave,Portland,97211,45.56851578,-122.6405945,3,3,5662,7/10/2020,645000,735200,40582.0
1805,6442 NE 33rd Ave,Portland,97211,45.56970215,-122.6303406,2,4,4791,10/19/2020,569900,637100,40582.0
1806,5120 NE 27th Ave,Portland,97211,45.55994797,-122.6375885,2,4,3920,5/9/2021,640000,661200,40582.0
1807,4217 NE 38th Ave,Portland,97211,45.55324173,-122.62475590000001,3,4,5662,9/27/2020,938000,1045800,40582.0
1808,5103 NE 33rd Ave,Portland,97211,45.55976868,-122.63097379999999,1,4,5000,12/24/2020,210000,687500,40582.0
1809,328 N Russet St,Portland,97217,45.57773972,-122.6699524,2,3,5000,7/1/2021,661600,591900,38442.0
1810,6945 N Greeley Ave,Portland,97217,45.57327271,-122.69582369999999,2,3,4791,3/15/2021,605000,640700,38442.0
1811,5726 N Interstate Ave,Portland,97217,45.56450272,-122.68185420000002,2,6,3920,3/15/2021,560000,594400,38442.0
1812,4131 N Albina Ave,Portland,97217,45.55381775,-122.67475890000001,3,4,2613,3/15/2021,590000,624900,38442.0
1813,242 N Lotus Isle Dr,Portland,97217,45.60537720000001,-122.6691895,3,3,8276,4/12/2021,575000,601700,38442.0
1814,6936 N Interstate Ave,Portland,97217,45.57323837,-122.6816254,1,2,3484,3/12/2021,371000,394800,38442.0
1815,835 N Webster St,Portland,97217,45.55994034,-122.6757965,2,4,4791,4/12/2021,710000,737300,38442.0
1816,7027 N Moore Ave,Portland,97217,45.57374573,-122.66804499999999,3,4,4356,3/12/2021,765000,804400,38442.0
1817,6716 N Atlantic Ave,Portland,97217,45.57142258,-122.6962357,2,2,7405,3/12/2021,560000,594100,38442.0
1818,4544 N Vancouver Ave,Portland,97217,45.55609894,-122.66780849999999,2,3,2613,4/14/2021,735000,762600,38442.0
1819,7398 N Campbell Ave,Portland,97217,45.57654953,-122.6859436,3,4,4791,3/10/2021,731500,832200,38442.0
1820,6609 N Congress Ave,Portland,97217,45.57080078,-122.67210390000001,1,3,5227,3/10/2021,600000,636800,38442.0
1821,6536 N Delaware Ave,Portland,97217,45.570545200000005,-122.6921844,3,4,4791,3/9/2021,735000,773500,38442.0
1822,5314 N Borthwick Ave,Portland,97217,45.56141663,-122.67365259999998,4,3,2613,3/9/2021,674000,709300,38442.0
1823,338 N Mason St,Portland,97217,45.55316162,-122.6698837,4,4,2613,3/9/2021,815000,858000,38442.0
1824,7133 N Curtis Ave,Portland,97217,45.57517624,-122.69850919999999,2,3,5450,3/9/2021,500000,531200,38442.0
1825,6018 N Kerby Ave,Portland,97217,45.56676865,-122.6720047,3,4,4791,3/9/2021,771000,811700,38442.0
1826,8265 N Wabash Ave,Portland,97217,45.58303833,-122.70294950000002,2,3,2613,3/7/2021,499900,531300,38442.0
1827,5815 N Denver Ave,Portland,97217,45.56534958,-122.68787379999999,1,4,4791,4/14/2021,577000,603200,38442.0
1828,8212 N Chautauqua Blvd UNIT A,Portland,97217,45.58259201,-122.70752720000002,3,4,2800,4/14/2021,699900,725900,38442.0
1829,2656 N Halleck St,Portland,97217,45.5824852,-122.69461059999999,3,3,4791,3/4/2021,578000,615100,38442.0
1830,5525 N Wilbur Ave,Portland,97217,45.56317902,-122.69389340000001,2,3,4791,3/4/2021,625000,665100,38442.0
1831,7134 N Oatman Ave,Portland,97217,45.57517624,-122.70012659999998,2,2,5662,3/4/2021,576000,613000,38442.0
1832,7337 N Mobile Ave,Portland,97217,45.57645035,-122.6896362,2,3,2613,3/4/2021,551500,586900,38442.0
1833,8000 N Chautauqua Blvd,Portland,97217,45.58150101,-122.7075348,2,3,5662,3/4/2021,585000,622500,38442.0
1834,720 N Holland St,Portland,97217,45.57560349,-122.6741867,2,4,5000,4/14/2021,300,637300,38442.0
1835,5924 N Michigan Ave,Portland,97217,45.56592941,-122.67664340000002,1,1,3484,3/4/2021,299000,404500,38442.0
1836,5851 N Campbell Ave,Portland,97217,45.56561661,-122.6867371,1,3,5000,4/15/2021,375000,649500,38442.0
1837,404 N Lotus Isle Dr,Portland,97217,45.606494899999994,-122.6719055,3,3,7405,3/3/2021,675000,712900,38442.0
1838,5934 N Atlantic Ave,Portland,97217,45.56622696,-122.69628909999999,2,4,4791,4/15/2021,628000,655900,38442.0
1839,2305 N Dekum St,Portland,97217,45.57199097,-122.6906662,2,3,5662,7/16/2020,507500,577600,38442.0
1840,130 N Emerson St,Portland,97217,45.56145859,-122.66816709999999,3,3,1306,3/1/2021,639000,680900,38442.0
1841,7135 N Fenwick Ave,Portland,97217,45.57489777,-122.6855621,4,4,4791,3/1/2021,835000,881900,38442.0
1842,5523 N Atlantic Ave UNIT A,Portland,97217,45.56314468,-122.696846,4,4,4791,3/1/2021,940000,992400,38442.0
1843,8216 N Chautauqua Blvd UNIT A,Portland,97217,45.58266068,-122.70752720000002,3,4,2800,4/15/2021,699900,725500,38442.0
1844,1635 N Watts St,Portland,97217,45.58118439,-122.6837387,1,2,4791,3/1/2021,485000,517000,38442.0
1845,3620 N Alaska St,Portland,97217,45.58689117,-122.7040176,3,5,13503,3/1/2021,550000,586300,38442.0
1846,7948 N Washburne Ave,Portland,97217,45.58132553,-122.7050629,2,4,8276,3/1/2021,535000,570100,38442.0
1847,7214 N Albina Ave,Portland,97217,45.57539749,-122.67447659999998,1,1,4791,7/16/2020,350000,398200,38442.0
1848,2539 N Arlington Pl,Portland,97217,45.58327866,-122.69303889999999,3,4,4791,2/26/2021,530000,565800,38442.0
1849,7044 N Kerby Ave,Portland,97217,45.57407761,-122.6724854,1,2,4000,2/26/2021,250000,508900,38442.0
1850,3404 N Terry St,Portland,97217,45.57964706,-122.7021027,4,4,6969,2/26/2021,760000,803700,38442.0
1851,4313 N Kerby Ave,Portland,97217,45.55487061,-122.67261509999999,2,5,5000,4/15/2021,485000,834400,38442.0
1852,5912 N Mississippi Ave #A,Portland,97217,45.56581879,-122.6756363,3,4,4791,2/26/2021,850000,898900,38442.0
1853,7136 N Fenwick Ave,Portland,97217,45.57489777,-122.68493649999999,3,4,4791,2/26/2021,610000,651200,38442.0
1854,2304 N Sumner St,Portland,97217,45.56031418,-122.6910248,2,3,4791,2/26/2021,631000,673600,38442.0
1855,2715 N Emerson St,Portland,97217,45.56148911,-122.694519,3,3,8712,2/24/2021,725000,757600,38442.0
1856,3532 N Winchell St,Portland,97217,45.58045197,-122.70336909999999,3,4,5662,7/16/2020,640000,726600,38442.0
1857,4928 N Maryland Ave,Portland,97217,45.55873489,-122.6807861,2,3,3049,4/18/2021,575000,600600,38442.0
1858,6717 N Montana Ave,Portland,97217,45.57154846,-122.6801376,3,4,3484,2/24/2021,495000,528600,38442.0
1859,2629 N Terry St,Portland,97217,45.580070500000005,-122.69412990000001,1,1,5000,2/23/2021,307000,329100,38442.0
1860,1835 N Alberta St,Portland,97217,45.55934525,-122.6864243,3,3,4791,2/23/2021,685000,720500,38442.0
1861,2354 N Webster St,Portland,97217,45.559619899999994,-122.69164280000001,3,4,4791,2/23/2021,922000,975800,38442.0
1862,223 N Jessup St,Portland,97217,45.56411362,-122.66938020000002,3,4,3920,2/23/2021,719800,762200,38442.0
1863,1639 N Russet St,Portland,97217,45.57833481,-122.68383030000001,1,3,3920,4/20/2021,325000,539300,38442.0
1864,6344 N Moore Ave,Portland,97217,45.56842804,-122.6676331,2,3,4791,4/20/2021,850000,879300,38442.0
1865,3719 N Russet St,Portland,97217,45.57813644,-122.7049408,3,3,4356,2/21/2021,665000,704400,38442.0
1866,1636 N Winchell St,Portland,97217,45.58003616,-122.6837387,2,4,4791,2/21/2021,635000,679100,38442.0
1867,6926 N Campbell Ave,Portland,97217,45.57295609,-122.6859665,2,3,4791,4/20/2021,566200,590000,38442.0
1868,863 N Winchell St,Portland,97217,45.58089447,-122.6757584,1,3,4791,2/18/2021,600000,642500,38442.0
1869,10926 N Williams Ave,Portland,97217,45.60203552,-122.66609950000002,1,3,7405,2/18/2021,349000,375000,38442.0
1870,619 N Humboldt St,Portland,97217,45.55852509,-122.6734238,2,3,3484,7/16/2020,699000,786616,38442.0
