abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
713 SE Anderson Ln,Gresham,97080,45.49184036,-122.3877792,3,3,5662,15,7/7/2021,540000,540900,2849,1.12,395060,2020
13252 SE Lucille St,Happy Valley,97086,45.45788574,-122.5263977,3,4,10018,18,7/7/2021,760000,767000,3890,1.08,573803,2020
1425 SW 19th Dr,Gresham,97080,45.48395157,-122.4459839,3,6,12196,16,7/6/2021,665000,667900,2495,1.12,494780,2020
1922 SW Mawrcrest Ct,Gresham,97080,45.48220825,-122.4582977,3,3,7405,16,7/6/2021,435000,435600,1997,1.12,353090,2020
2020 SW Eastwood Ave,Gresham,97080,45.48271942,-122.46241,2,3,7840,16,7/6/2021,450000,452000,1999,1.12,333870,2020
2625 SE 73rd Ave,Portland,97206,45.50400162,-122.5881805,1,2,6534,20,7/6/2021,503500,506100,1849,1.12,362650,2020
11512 SE Verns Way,Happy Valley,97086,45.4394722,-122.5327606,3,5,6621,20,7/6/2021,650600,657400,3480,1.08,451654,2020
15250 SW Gearhart Ct,Beaverton,97007,45.46315002,-122.8333282,3,4,7405,13,7/6/2021,660000,661300,2845,1.13,472330,2019
3275 SW Wonderview Ave,Gresham,97080,45.47350693,-122.4545593,3,5,5662,16,7/6/2021,615000,617700,3364,1.12,425720,2020
4411 SE Windsor Ct,Portland,97206,45.50488663,-122.6167755,1,3,4356,20,7/6/2021,555000,557800,2678,1.12,488430,2020
13845 SW 158th Ter,Tigard,97224,45.4198494,-122.8394089,3,4,40946,13,7/6/2021,1235000,1239700,4270,1.13,721680,2019
15269 SW Turnagain Dr,Portland,97224,45.40961456,-122.8040161,3,4,5662,13,7/6/2021,670000,671300,3298,1.13,494290,2019
3904 SW Dolph Ct,Portland,97219,45.46156311,-122.7165375,3,3,6969,17,7/6/2021,700000,703100,2732,1.12,492730,2020
4042 SE 67th Ave,Portland,97206,45.4934082,-122.594017,1,2,3920,20,7/6/2021,480000,482100,1915,1.12,330200,2020
7715 SE 21st Ave,Portland,97202,45.46915054,-122.643486,2,3,4791,20,7/6/2021,650000,653300,2425,1.12,465600,2020
3926 SE Lambert St,Portland,97202,45.46686172,-122.6219406,1,2,4791,20,7/6/2021,503250,463400,1989,1.12,465340,2020
5205 SE Taggart Ct,Portland,97206,45.50217056,-122.6087952,1,2,3049,20,7/6/2021,480000,484000,2200,1.12,382920,2020
4800 NE 35th Ave,Portland,97211,45.55768585,-122.628334,4,4,3920,17,7/6/2021,965000,969900,3876,1.12,803150,2020
6920 N Vincent Ave,Portland,97217,45.5727005,-122.7012711,2,3,7405,17,7/6/2021,849100,853500,2295,1.12,691320,2020
9315 SE Winsor Dr,Portland,97222,45.45592499,-122.6090317,2,3,7136,20,7/6/2021,420000,423600,2594,1.08,314512,2020
5835 NE Mallory Ave,Portland,97211,45.56569672,-122.6639862,3,5,4791,17,7/6/2021,1015000,1020200,4097,1.12,658590,2020
2612 SE 51st Ave,Portland,97206,45.50411224,-122.6096954,2,4,4791,17,7/6/2021,740000,743800,2694,1.12,500380,2020
9545 SW 12th Dr,Portland,97219,45.45538712,-122.6917419,2,3,22215,17,7/6/2021,715000,717100,2149,1.12,500630,2020
6127 NE 32nd Pl,Portland,97211,45.56740189,-122.6320343,3,3,4791,17,7/6/2021,695000,698600,2556,1.12,606700,2020
4537 NW Silverleaf Dr,Portland,97229,45.55297089,-122.8251953,3,4,9583,17,7/6/2021,965000,970800,4119,1.13,734280,2019
7397 SW Applegate Dr,Beaverton,97007,45.46668625,-122.8899155,2,4,6098,13,7/6/2021,485000,486900,2227,1.13,352900,2019
10125 SW 153rd Ave,Beaverton,97007,45.44680023,-122.8342896,2,4,6098,13,7/6/2021,635000,638100,2314,1.13,453560,2019
814 NW Darnielle St,Hillsboro,97124,45.52999115,-122.9992752,3,4,7840,15,7/6/2021,580000,582800,1999,1.13,376190,2019
15805 SW Redstone Dr,Beaverton,97007,45.45359802,-122.8392563,3,3,3049,13,7/6/2021,481000,481900,2400,1.13,350170,2019
6596 SE Furnberg St,Portland,97222,45.43690491,-122.5955429,2,3,11325,20,7/6/2021,439605,444200,2697,1.08,413464,2020
16480 S Bradley Rd,Oregon City,97045,45.367836,-122.5096741,3,4,474804,20,7/6/2021,705000,712300,3494,1.08,755924,2020
2159 SE 55th Ave,Hillsboro,97123,45.50320816,-122.9260254,2,3,6969,15,7/6/2021,447000,449600,2033,1.13,328170,2019
769 SE 11th Ave,Hillsboro,97123,45.5139389,-122.9726105,2,4,7840,15,7/6/2021,450000,452200,2034,1.13,366990,2019
5329 SE Del Rio Ct,Hillsboro,97123,45.5046196,-122.9275818,3,3,8712,15,7/6/2021,550000,552700,1981,1.13,371430,2019
9930 SW 25th Ave,Portland,97219,45.4532814,-122.7020264,2,3,12632,20,7/6/2021,600000,603100,2635,1.12,407090,2020
1616 NW 9th Ave,Hillsboro,97124,45.53668213,-122.9984436,3,4,4356,15,7/6/2021,506400,500300,2459,1.13,362640,2019
8828 SW 52nd Ave,Portland,97219,45.46139908,-122.7300873,3,3,4356,20,7/6/2021,604000,607100,2710,1.12,433920,2020
1863 SE Littlegem St,Hillsboro,97123,45.49442673,-122.9646835,3,3,3049,15,7/6/2021,460000,461800,2195,1.13,358760,2019
8335 SW 8th Ave,Portland,97219,45.46435928,-122.6868134,2,2,5662,20,7/6/2021,575000,577900,2224,1.12,404620,2020
510 SE 24th Ave,Hillsboro,97123,45.51716995,-122.9575043,3,3,40946,15,7/6/2021,685000,688900,2295,1.13,599830,2019
7116 SE Steele St,Portland,97206,45.48421478,-122.5901184,1,1,2178,22,7/6/2021,305000,307600,1162,1.12,233040,2020
2808 N Houghton St,Portland,97217,45.58685684,-122.6963882,1,3,4748,22,7/6/2021,345000,347500,1995,1.12,302340,2020
19087 Rusty Ter,Oregon City,97045,45.32995224,-122.6329651,2,4,10454,20,7/6/2021,629000,633800,3180,1.08,454600,2020
13690 Garden Meadow Dr,Oregon City,97045,45.32509232,-122.5843582,3,3,4791,20,7/6/2021,410000,414300,2452,1.08,310805,2020
1190 Fairway Rd,Lake Oswego,97034,45.4178772,-122.6885376,6,4,98010,20,7/6/2021,5250000,5052000,22106,1.08,2031650,2020
934 N Humboldt St,Portland,97217,45.55807877,-122.6766891,1,4,3920,20,7/6/2021,500000,525100,2465,1.12,457390,2020
14611 S Kelmsley Dr,Oregon City,97045,45.30441284,-122.5667267,2,3,22651,20,7/6/2021,522000,526000,2564,1.08,435020,2020
19785 Bellevue Way,West Linn,97068,45.38023758,-122.6485901,3,4,10454,20,7/6/2021,865000,874000,3534,1.08,681564,2020
1455 Nelson Ct,Lake Oswego,97034,45.40655518,-122.6887512,3,4,16552,20,7/6/2021,975000,985100,3494,1.08,561547,2020
19540 View Dr,West Linn,97068,45.38981247,-122.6453934,1,1,12632,20,7/6/2021,416000,420300,1680,1.08,304788,2020
188 Barker Rd,Oregon City,97045,45.34243774,-122.6204758,2,3,10018,20,7/6/2021,462000,466800,2496,1.08,389461,2020
2035 Leslies Way,West Linn,97068,45.34218597,-122.6503906,3,4,7405,20,7/6/2021,830000,836300,3238,1.08,549800,2020
11345 Pennys Way,Oregon City,97045,45.3237114,-122.6335526,2,3,8712,20,7/6/2021,536000,540100,2650,1.08,427376,2020
1475 Chandler Rd,Lake Oswego,97034,45.41928482,-122.6839218,5,5,30927,20,7/6/2021,3150000,3182700,12968,1.08,1820335,2020
15802 S Neibur Rd,Oregon City,97045,45.35743332,-122.5427399,2,3,62726,20,7/6/2021,420000,424400,1923,1.08,349847,2020
1826 NW Avondale Ct,Portland,97229,45.53556824,-122.7634048,5,4,11761,21,7/1/2021,1200000,1207900,5146,1.12,931210,2020
4106 NW 126th Ave,Portland,97229,45.54925919,-122.8068848,3,4,7405,21,7/1/2021,752500,756100,2962,1.13,540820,2019
4911 NE 21st Ave,Portland,97211,45.55849457,-122.6440811,2,4,4791,21,7/1/2021,745000,748300,2681,1.12,506740,2020
1225 SW Texas St,Portland,97219,45.47413254,-122.6909561,3,5,6098,22,7/1/2021,657500,660700,2732,1.12,493630,2020
6128 SW Kruse Ridge Dr,Portland,97219,45.43345642,-122.7408371,3,4,10018,24,7/1/2021,650000,654300,2994,1.12,551260,2020
2100 NW 119th Ave,Portland,97229,45.534729,-122.7989655,3,4,25264,21,7/1/2021,719000,723900,2595,1.13,612420,2019
6745 SW 11th Dr,Portland,97219,45.47532272,-122.6897964,3,4,6098,21,7/1/2021,713400,717600,2650,1.12,527530,2020
7600 NW 169th Ave,Portland,97229,45.57455444,-122.8511353,4,5,6534,22,7/1/2021,1115000,1120900,4825,1.13,831360,2019
4812 NE 27th Ave,Portland,97211,45.55789948,-122.6376038,2,3,3920,22,7/1/2021,730000,734000,2932,1.12,600850,2020
328 N Russet St,Portland,97217,45.57773972,-122.6699524,2,3,5000,21,7/1/2021,661600,591900,2394,1.12,496790,2020
6126 SE 44th Ave,Portland,97206,45.4780159,-122.6171646,3,4,4791,21,7/1/2021,929000,933200,3183,1.12,733150,2020
6776 NW Dandelion Ter,Portland,97229,45.5687027,-122.8297577,3,4,4791,21,7/1/2021,783000,789000,3320,1.13,684900,2019
9130 NW Leahy Rd,Portland,97229,45.52069473,-122.7715378,4,4,12196,21,7/1/2021,961600,966200,4257,1.13,692200,2019
7924 SE 7th Ave,Portland,97202,45.4667511,-122.658783,2,3,2613,21,7/1/2021,700000,704600,2364,1.12,539910,2020
1603 NW Mayfield Rd,Portland,97229,45.53464508,-122.7789764,4,5,8712,21,7/1/2021,845000,848800,3714,1.12,661050,2020
10829 SW 49th Ave,Portland,97219,45.44715118,-122.7274017,2,3,4791,24,7/1/2021,527000,531700,2280,1.12,380000,2020
4809 NE Garfield Ave,Portland,97211,45.55783844,-122.6628036,4,4,3049,21,7/1/2021,825000,829800,3096,1.12,721400,2020
7016 NW Eleanor Ave,Portland,97229,45.57038498,-122.8316498,3,4,2613,24,7/1/2021,590000,596600,2534,1.13,451960,2019
2419 N Ainsworth St,Portland,97217,45.56655121,-122.6919937,2,3,5227,24,7/1/2021,550000,555000,2462,1.12,446960,2020
6309 SW Luradel St,Portland,97219,45.45084,-122.7418823,2,3,8712,24,7/1/2021,569000,574100,2849,1.12,457620,2020
9640 SW 49th Ave,Portland,97219,45.45540619,-122.7270279,3,3,4791,24,7/1/2021,495000,499500,2732,1.12,390020,2020
1104 Boca Ratan Dr,Lake Oswego,97034,45.43051147,-122.6808777,3,3,1742,24,7/1/2021,459000,463500,2810,1.08,338138,2020
519 Willamette St,Oregon City,97045,45.35115814,-122.5938797,1,3,4356,24,7/1/2021,418470,402700,1853,1.08,306822,2020
6105 SE 40th Ave,Portland,97202,45.47830582,-122.6219559,3,5,4791,22,7/1/2021,840000,845800,2694,1.12,586660,2020
6949 N Knowles Ave,Portland,97217,45.5730896,-122.6996613,2,2,4356,24,7/1/2021,530000,534800,2295,1.12,396190,2020
14096 Jacobs Way,Oregon City,97045,45.36619949,-122.5771561,2,3,8276,24,7/1/2021,525000,530200,2699,1.08,412690,2020
3825 SE Steele St,Portland,97202,45.48487854,-122.6230621,3,3,2178,24,7/1/2021,550000,555000,2904,1.12,477010,2020
16321 SE Maple Hill Ln,Happy Valley,97086,45.45078659,-122.4938354,3,5,218235,24,7/1/2021,1200000,1211800,5215,1.08,937514,2020
3118 NE Rosa Parks Way,Portland,97211,45.56978989,-122.6334305,3,3,3049,25,7/1/2021,615000,619300,2919,1.12,524410,2020
722 NE Morgan St,Portland,97211,45.57425308,-122.6577682,2,2,6000,25,7/1/2021,500000,504700,1799,1.12,413930,2020
1230 SE Linn St,Portland,97202,45.45917511,-122.6533051,4,3,871,25,7/1/2021,525000,528700,2910,1.12,465020,2020
19469 Wilderness Dr,West Linn,97068,45.38639832,-122.6435852,2,3,10018,24,7/1/2021,672000,680500,3032,1.08,456604,2020
19469 S Sprague Rd,Oregon City,97045,45.32559586,-122.4828415,1,4,2338736,24,7/1/2021,400000,405100,2250,1.08,615418,2020
2911 NE Emerson St,Portland,97211,45.5616951,-122.6355209,2,3,4356,24,7/1/2021,602500,607900,2600,1.12,508620,2020
1382 Leigh Ct,West Linn,97068,45.39356995,-122.6581345,3,4,12632,24,7/1/2021,780000,803900,3326,1.08,774610,2020
2055 Carriage Way,West Linn,97068,45.38241577,-122.6509476,3,4,13939,24,7/1/2021,905000,815400,3895,1.08,566944,2020
2428 Remington Dr,West Linn,97068,45.35455704,-122.6504135,3,4,13503,24,7/1/2021,900000,908800,4934,1.08,652310,2020
2704 SE Brooklyn St,Portland,97202,45.50101852,-122.6385422,2,3,4000,24,7/1/2021,525000,529700,2707,1.12,420780,2020
16460 Wayne Dr,Oregon City,97045,45.36846161,-122.5711823,4,5,10454,24,7/1/2021,703000,711900,3302,1.08,650072,2020
2017 19th St,West Linn,97068,45.34801865,-122.6619873,2,4,13939,24,7/1/2021,655000,661400,2762,1.08,450467,2020
19707 Newberry Way,Oregon City,97045,45.31981277,-122.6033401,3,4,7405,24,7/1/2021,588000,595500,3238,1.08,427208,2020
631 Apperson St,Oregon City,97045,45.34762192,-122.6084213,2,3,6534,24,7/1/2021,460000,465800,2584,1.08,298629,2020
6515 SE 67th Ave,Portland,97206,45.47560883,-122.5945129,3,3,2178,26,7/1/2021,372500,375900,2354,1.12,285090,2020
7034 SE 63rd Ave,Portland,97206,45.47177124,-122.5978241,1,2,5227,26,7/1/2021,250000,252300,1981,1.12,290310,2020
405 N Lombard St,Portland,97217,45.57746506,-122.6701431,2,3,4791,27,7/1/2021,353000,399100,2394,1.12,446560,2020
4615 SE Rural St,Portland,97206,45.47210312,-122.6149673,2,3,5227,27,7/1/2021,333000,336100,2149,1.12,353390,2020
7916 SE 67th Ave,Portland,97206,45.46614075,-122.5941315,1,2,3049,27,7/1/2021,350000,353300,1895,1.12,252110,2020
7611 SE Long St,Portland,97206,45.48893356,-122.5849457,1,2,6098,27,7/1/2021,368500,372000,1810,1.12,311330,2020
5825 SE 65th Ave,Portland,97206,45.48059464,-122.5972519,3,5,3049,24,7/1/2021,565000,570100,2999,1.12,500460,2020
2711 SE 62nd Ave,Portland,97206,45.50292587,-122.5996857,2,3,4791,24,7/1/2021,650000,655900,2594,1.12,470830,2020
11505 SW 58th Ct,Portland,97219,45.44261551,-122.7366714,4,4,5227,25,7/1/2021,650000,656100,3200,1.12,531830,2020
4296 NW Tamoshanter Way,Portland,97229,45.55114746,-122.8371964,2,3,5227,25,7/1/2021,596000,603300,2539,1.13,537270,2019
6013 N Williams Ave,Portland,97217,45.56668472,-122.6671982,4,4,10018,21,7/1/2021,1210000,1217100,5031,1.12,1044810,2020
416 SW Colony Dr,Portland,97219,45.44620895,-122.6838837,3,3,7405,25,7/1/2021,563500,568800,3065,1.12,482150,2020
12546 SE Hadeed Dr,Happy Valley,97086,45.42944717,-122.5134506,3,5,9583,24,7/1/2021,875000,886100,3695,1.08,653616,2020
8625 SE 16th Ave,Portland,97202,45.46032715,-122.6493378,2,3,4791,21,7/1/2021,675000,678900,2598,1.12,515640,2020
2590 NW Byrne Ter,Portland,97229,45.53844833,-122.79673,3,4,3920,24,7/1/2021,647000,654200,2894,1.13,491290,2019
6971 N Curtis Ave,Portland,97217,45.57343292,-122.6985245,3,4,7405,25,7/1/2021,543000,546800,2995,1.12,494880,2020
15695 SW Nora Rd,Beaverton,97007,45.45320129,-122.8381424,2,4,6969,18,7/1/2021,489300,491900,2300,1.13,350280,2019
6825 NW Dandelion Ter,Portland,97229,45.56878662,-122.8303909,3,4,2613,25,7/1/2021,564000,570600,2524,1.13,487890,2019
15185 SW Jaylee St,Beaverton,97007,45.48298264,-122.8328171,3,3,5227,18,7/1/2021,359000,360600,2331,1.13,297720,2019
6205 SE 21st Ave,Portland,97202,45.47802734,-122.6445618,3,4,4791,21,7/1/2021,805000,808600,2995,1.12,707240,2020
6155 SW 68th Ct,Portland,97223,45.47525024,-122.7472076,2,2,4356,18,7/1/2021,451000,453400,1665,1.13,302470,2019
4603 SE 66th Ave,Portland,97206,45.48954773,-122.595192,3,2,3920,24,7/1/2021,485000,489400,2491,1.12,378080,2020
1213 N Alberta St,Portland,97217,45.55921555,-122.6794662,1,3,4791,22,7/1/2021,3150000,1184700,4732,1.12,2826440,2020
14221 SE Lyon St,Happy Valley,97086,45.43006134,-122.5171051,4,4,9583,24,7/1/2021,950000,917600,3444,1.08,720406,2020
6215 SW California St,Portland,97219,45.47481155,-122.7408524,3,3,13939,21,7/1/2021,1110000,1115000,2824,1.12,590310,2020
17436 Kelok Rd,Lake Oswego,97034,45.39953232,-122.7158737,3,4,15681,24,7/1/2021,1375000,1388500,6416,1.08,1106992,2020
3823 SE 27th Ave,Portland,97202,45.4950943,-122.6389008,1,3,4000,25,7/1/2021,525000,529900,2834,1.12,416390,2020
3035 SE 9th Ave,Portland,97202,45.50095749,-122.6571045,3,4,4356,25,7/1/2021,616000,621800,2962,1.12,446120,2020
552 S Vermont St,Portland,97219,45.4756012,-122.6727982,3,2,2178,25,7/1/2021,529000,532700,2667,1.12,422620,2020
5824 SE Francis St,Portland,97206,45.49438095,-122.6029053,2,3,3920,25,7/1/2021,550000,555200,2600,1.12,427090,2020
5138 SE 36th Pl,Portland,97202,45.4855957,-122.6253738,3,4,5227,24,7/1/2021,515000,519600,2949,1.12,511580,2020
7335 SE 18th Ave,Portland,97202,45.47146225,-122.6467438,1,2,4791,24,7/1/2021,601000,606400,1935,1.12,488540,2020
244 S California St,Portland,97219,45.47398758,-122.6757965,5,4,21780,22,7/1/2021,1600000,1755300,6561,1.12,1506170,2020
6915 SE Plum Dr,Milwaukie,97222,45.43658066,-122.5916367,3,4,7000,24,7/1/2021,370000,497800,2833,1.08,398262,2020
24 NE Russet St,Portland,97211,45.5777359,-122.6662064,1,1,4791,27,7/1/2021,301500,304300,1523,1.12,278220,2020
3454 SE Hare Ave,Hillsboro,97123,45.49526978,-122.9211655,3,4,3920,20,7/1/2021,540923,544800,2400,1.13,408220,2019
13175 SW Watkins Ave,Tigard,97223,45.42459869,-122.785965,3,3,14374,17,7/1/2021,465000,467700,2428,1.13,370580,2019
8005 SW Churchill Ct,Tigard,97224,45.40638351,-122.7595291,3,4,6098,17,7/1/2021,555000,558800,2589,1.13,423060,2019
10468 SW Bonanza Way,Tigard,97224,45.39953613,-122.7849655,3,4,6969,17,7/1/2021,752000,756300,2966,1.13,542090,2019
14345 SW 80th Pl,Tigard,97224,45.41619492,-122.7602081,3,3,4791,17,7/1/2021,475000,478200,2320,1.13,377550,2019
13311 SW Deergrove Ln,Tigard,97224,45.40111542,-122.8135986,3,3,3920,17,7/1/2021,625000,628000,2595,1.13,463860,2019
733 NE Donelson Rd,Hillsboro,97124,45.52943039,-122.9790649,3,3,12632,20,7/1/2021,440000,442300,1995,1.13,347390,2019
745 NE Cambrey Ct,Hillsboro,97124,45.54354858,-122.9786453,3,4,15681,19,7/1/2021,750000,755800,2823,1.13,429130,2019
785 SE 21st Ave,Hillsboro,97123,45.51346588,-122.9613571,1,3,7405,19,7/1/2021,470000,472300,1997,1.13,302440,2019
17160 SW Rivendell Dr,Portland,97224,45.39582825,-122.7589264,3,4,9147,18,7/1/2021,796937,801200,3313,1.13,550250,2019
910 NE Simmental St,Hillsboro,97124,45.54304123,-122.9752045,3,5,5662,19,7/1/2021,588000,590800,2684,1.13,486820,2019
13013 Berta Dr,Oregon City,97045,45.32772827,-122.5890732,2,3,18175,24,7/1/2021,575000,517700,2684,1.08,461440,2020
13266 SW Macbeth Dr,King City,97224,45.39845657,-122.8130798,3,4,2613,17,7/1/2021,460000,463100,2694,1.13,383340,2019
12120 SW King Richard Dr,King City,97224,45.3981781,-122.8017807,1,2,4356,18,7/1/2021,300000,301600,1350,1.13,237170,2019
17324 SW 136th Ave,King City,97224,45.39451218,-122.8161774,3,4,3920,18,7/1/2021,599000,602200,2728,1.13,496320,2019
1175 Cherry Cir,Lake Oswego,97034,45.40143204,-122.6727219,5,6,42688,25,7/1/2021,1850000,1869200,7608,1.08,1436839,2020
16540 SW Copper Creek Dr,Tigard,97224,45.40017319,-122.7756348,3,4,6098,17,7/1/2021,610000,613100,2562,1.13,458510,2019
14293 SW Windsong Ct,Tigard,97223,45.42999268,-122.8240509,3,3,6098,17,7/1/2021,677000,680300,2694,1.13,468220,2019
11394 SW 96th Ave,Tigard,97223,45.43790054,-122.7752151,3,3,688,10,7/1/2021,2495,457400,2580,1.13,381290,2019
5332 NE Corral Ct,Hillsboro,97124,45.53612137,-122.9280853,2,3,7840,20,7/1/2021,520000,524200,2266,1.13,382730,2019
11360 SW Sycamore Pl,Tigard,97223,45.4378624,-122.8146591,2,2,3920,18,7/1/2021,475000,477500,2113,1.13,300510,2019
13065 SW Seca Ct,Tigard,97223,45.42511368,-122.8117142,3,3,2178,18,7/1/2021,435268,437600,2196,1.13,318000,2019
13865 SW Marcia Dr,Tigard,97223,45.42999268,-122.8192825,3,4,8276,18,7/1/2021,680000,699900,3104,1.13,505340,2019
5232 SE Coot Way,Hillsboro,97123,45.51255798,-122.9298325,3,3,6098,19,7/1/2021,599900,604000,2450,1.13,492060,2019
13475 SW Sandridge Dr,Tigard,97223,45.42245865,-122.8275452,4,7,6969,18,7/1/2021,740000,743900,3381,1.13,612570,2019
2197 SE 61st Dr,Hillsboro,97123,45.50340652,-122.920433,3,4,7405,19,7/1/2021,497800,500700,2394,1.13,421730,2019
1521 NE Parkside Dr,Hillsboro,97124,45.53608704,-122.9870758,3,3,3920,20,7/1/2021,485000,487600,2050,1.13,375490,2019
356 NE 18th Ave,Hillsboro,97124,45.52534103,-122.9633179,3,4,8276,20,7/1/2021,560000,564600,2732,1.13,395040,2019
776 SE 33rd Ave,Hillsboro,97123,45.51401138,-122.9477844,3,5,10018,20,7/1/2021,565500,570100,2766,1.13,408570,2019
9780 SW McDonald St,Tigard,97224,45.41844177,-122.7774811,2,3,14374,18,7/1/2021,460000,462900,2364,1.13,368470,2019
2164 NE Sundown Ct,Hillsboro,97124,45.5402298,-122.9947815,2,3,6969,20,7/1/2021,502475,506600,2095,1.13,386850,2019
367 SE 40th Ave,Hillsboro,97123,45.5177803,-122.941185,3,3,6969,20,7/1/2021,503000,505700,2095,1.13,363980,2019
1338 NE Margeaux Pl,Hillsboro,97124,45.53498077,-122.9829178,3,4,3920,20,7/1/2021,520000,524200,2414,1.13,386950,2019
2835 SE Cedar Dr,Hillsboro,97123,45.51650238,-122.9532928,2,3,6969,20,7/1/2021,500000,503600,1999,1.13,323350,2019
15971 SW Kreick Pl,Tigard,97224,45.40472794,-122.7712708,3,3,5227,17,7/1/2021,492000,494400,2264,1.13,351800,2019
1339 Troon Dr,West Linn,97068,45.39171982,-122.6613007,3,4,13503,24,7/1/2021,860000,870900,3536,1.08,609870,2020
13775 S New Era Rd,Oregon City,97045,45.29257965,-122.5927887,3,3,231303,24,7/1/2021,1070000,1083600,2594,1.08,651041,2020
13485 Glen Rd,Portland,97219,45.42803955,-122.6622238,2,4,24393,25,7/1/2021,2250000,2279900,7172,1.08,1539181,2020
4216 NE 24th Ave,Portland,97211,45.55391312,-122.6406555,3,4,4791,22,7/1/2021,951000,955600,4009,1.12,722110,2020
16509 S Edenwild Ln,Oregon City,97045,45.36619568,-122.5567093,4,4,632926,25,7/1/2021,1635000,1656700,6786,1.08,1476128,2020
12525 SE Crest Way,Happy Valley,97086,45.45236206,-122.5350266,3,4,42253,24,7/1/2021,860000,870900,3399,1.08,538276,2020
1625 SE Paloma Ct,Gresham,97080,45.48445511,-122.3920135,3,4,8276,20,7/1/2021,471500,473600,2849,1.12,416250,2020
826 SW 8th St,Gresham,97080,45.49146271,-122.4406662,2,3,9147,20,7/1/2021,515000,517300,2281,1.12,366600,2020
884 SE 27th St,Gresham,97080,45.47818375,-122.4224396,3,4,9583,20,7/1/2021,515000,517300,2849,1.12,424410,2020
2373 SW 1st St,Gresham,97080,45.49643326,-122.456192,3,3,6969,21,7/1/2021,469900,472200,2395,1.12,391530,2020
1605 SW Brixton Ct,Gresham,97080,45.48441696,-122.4639359,2,3,10018,21,7/1/2021,377000,379100,2166,1.12,290590,2020
1734 SW Hartley Ave,Gresham,97080,45.48274994,-122.4694214,3,4,7840,21,7/1/2021,525000,527500,2298,1.12,381500,2020
204 Washington St,Oregon City,97045,45.35267258,-122.6083832,1,2,3484,25,7/1/2021,410000,415500,1727,1.08,260969,2020
11175 S Riverwood Rd,Portland,97219,45.44403076,-122.6544113,8,6,71874,22,7/1/2021,4100000,4119900,17004,1.12,4072920,2020
9563 NW Marvin Ln,Portland,97229,45.53211975,-122.7756958,3,5,7405,22,7/1/2021,710000,715100,2821,1.13,682160,2019
121 NE Edison St,Hillsboro,97124,45.52642441,-122.9891281,1,2,3920,19,7/1/2021,407000,409000,1847,1.13,294620,2019
2080 Wellington Dr,West Linn,97068,45.35448837,-122.6326904,3,3,10890,24,7/1/2021,702000,708900,3340,1.08,562810,2020
19454 Sunset Springs Dr,Oregon City,97045,45.32630157,-122.6156387,3,5,10018,24,7/1/2021,647000,655200,3297,1.08,455493,2020
4812 NE 28th Ave,Portland,97211,45.55789185,-122.6365814,3,3,3920,22,7/1/2021,830000,834000,3165,1.12,718660,2020
3189 Oak Tree Ct,West Linn,97068,45.38379288,-122.6424484,3,5,10018,24,7/1/2021,711000,718000,2549,1.08,508174,2020
14840 S Clackamas River Dr,Oregon City,97045,45.39608765,-122.5579987,2,5,181209,24,7/1/2021,876000,874900,2995,1.08,723227,2020
16162 Hunter Ave,Oregon City,97045,45.37227249,-122.5748062,2,2,10018,24,7/1/2021,550000,555400,2562,1.08,535349,2020
572 2nd St UNIT 3,Lake Oswego,97034,45.42166901,-122.6652985,3,2,546,25,7/1/2021,545000,615900,2594,1.08,485180,2020
18304 Shady Hollow Way,West Linn,97068,45.39305878,-122.6454697,1,3,40075,24,7/1/2021,325000,329100,1923,1.08,324574,2020
16800 SW Siler Ridge Ln,Beaverton,97007,45.44185257,-122.849884,4,4,45302,17,7/1/2021,1050000,1054100,4415,1.13,843860,2019
2292 Rogue Way,West Linn,97068,45.3536377,-122.6461105,3,5,6534,24,7/1/2021,875900,887000,3863,1.08,710368,2020
20695 S South End Rd,Oregon City,97045,45.30712128,-122.6568832,3,3,56628,24,7/1/2021,730000,737200,3173,1.08,644616,2020
8340 SW 154th Ave,Beaverton,97007,45.45957184,-122.8346405,3,4,7840,17,7/1/2021,740000,745000,2981,1.13,563550,2019
22833 SW Mountain Rd,West Linn,97068,45.35416412,-122.7111816,7,6,217800,25,7/1/2021,1480000,1460700,6043,1.08,1548589,2020
1561 SE Pelton Ct,Hillsboro,97123,45.50803375,-122.9199066,3,3,6534,19,7/1/2021,602245,605200,2584,1.13,457960,2019
21282 NW Bendemeer Rd,Hillsboro,97124,45.57226944,-122.8959961,2,3,44866,19,7/1/2021,660000,665100,2036,1.13,441540,2019
12345 NW Maple Hill Ln,Portland,97229,45.53657532,-122.8031464,4,4,29232,22,7/1/2021,704321,1114200,4591,1.13,893290,2019
632 SE Manchester Pl,Portland,97202,45.45648193,-122.6485672,3,5,10890,23,6/29/2021,1325000,1336600,5291,1.08,782471,2020
7044 NE Rodney Ct,Portland,97211,45.57402039,-122.6640244,3,3,4791,23,6/29/2021,665000,669900,2849,1.12,578680,2020
5744 NW 131st Ave,Portland,97229,45.56093979,-122.8117905,4,5,4791,23,6/29/2021,920000,928000,4080,1.13,749260,2019
2750 NW Bauer Woods Dr,Portland,97229,45.53948593,-122.8134918,3,4,11761,23,6/29/2021,902000,909800,3608,1.13,688930,2019
